14.1826 	EXP 	CODE: 0 TRIGGER: (FIX_ONSET) TIMESTAMP: 17.227725
14.1855 	EXP 	blank: autoDraw = False
14.1855 	EXP 	blank: autoDraw = False
14.1855 	EXP 	cue: image = 'posner/cue_box.png'
14.1855 	EXP 	target: image = 'posner/target_dot.png'
14.1855 	EXP 	fixation: autoDraw = True
14.1855 	EXP 	boxLeft: autoDraw = True
14.1855 	EXP 	boxRight: autoDraw = True
14.6690 	EXP 	cue: autoDraw = True
14.6816 	EXP 	CODE: 12 TRIGGER: (CUE_RIGHT) TIMESTAMP: 17.726733
14.7566 	EXP 	cue: autoDraw = False
15.3401 	INFO 	Keyboard events cleared
15.3401 	EXP 	target: autoDraw = True
15.3526 	EXP 	CODE: 22 TRIGGER: (TARGET_RIGHT) TIMESTAMP: 18.397758
15.5569 	EXP 	Device response: <KeyPress from None: t=15.5559823513031, value=right, duration=None>
15.5570 	EXP 	CODE: 31 TRIGGER: (RESPONSE_CORRECT) TIMESTAMP: 18.602110
15.5570 	EXP 	CODE: 40 TRIGGER: (ITI_ONSET) TIMESTAMP: 18.602151
15.5572 	DATA 	Keypress: right
15.5610 	EXP 	fixation: autoDraw = False
15.5610 	EXP 	boxLeft: autoDraw = False
15.5610 	EXP 	boxRight: autoDraw = False
15.5610 	EXP 	cue: autoDraw = False
15.5610 	EXP 	target: autoDraw = False
15.5610 	EXP 	blank: autoDraw = True
15.6653 	EXP 	Device response: <KeyPress from None: t=15.5559823513031, value=right, duration=0.1061868667602539>
16.3656 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'cueType': 'endogenous', 'validity': 'invalid', 'cueSide': 'right', 'targetSide': 'left', 'cueFile': 'posner/cue_arrow_left.png', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
16.3666 	EXP 	CODE: 0 TRIGGER: (FIX_ONSET) TIMESTAMP: 19.411766
16.3696 	EXP 	blank: autoDraw = False
16.3696 	EXP 	blank: autoDraw = False
16.3696 	EXP 	cue: image = 'posner/cue_arrow_left.png'
16.3696 	EXP 	target: image = 'posner/target_dot.png'
16.3696 	EXP 	fixation: autoDraw = True
16.3696 	EXP 	boxLeft: autoDraw = True
16.3696 	EXP 	boxRight: autoDraw = True
16.8531 	EXP 	cue: autoDraw = True
16.8657 	EXP 	CODE: 12 TRIGGER: (CUE_RIGHT) TIMESTAMP: 19.910789
16.9406 	EXP 	cue: autoDraw = False
17.2200 	INFO 	Keyboard events cleared
17.2199 	EXP 	target: autoDraw = True
17.2366 	EXP 	CODE: 21 TRIGGER: (TARGET_LEFT) TIMESTAMP: 20.281743
17.4992 	EXP 	Device response: <KeyPress from None: t=17.496206998825073, value=left, duration=None>
17.4993 	EXP 	CODE: 31 TRIGGER: (RESPONSE_CORRECT) TIMESTAMP: 20.544442
17.4993 	EXP 	CODE: 40 TRIGGER: (ITI_ONSET) TIMESTAMP: 20.544472
17.4995 	DATA 	Keypress: left
17.5037 	EXP 	fixation: autoDraw = False
17.5037 	EXP 	boxLeft: autoDraw = False
17.5037 	EXP 	boxRight: autoDraw = False
17.5037 	EXP 	cue: autoDraw = False
